word,freq,IC_10,IC_2,IC_e
george,2,3.2066909810216324,10.652396861477678,7.383678850738863
nevill,7,2.6626229366713567,8.845041939420074,6.130915882243495
th,11,2.4663282915273883,8.192965242840382,5.678930758500438
baron,7,2.6626229366713567,8.845041939420074,6.130915882243495
bergavennygeorge,1,3.5077209766856137,11.652396861477678,8.076826031298808
bergavenny,5,2.808750972349595,9.330468766590316,6.467388118864708
bef,1,3.5077209766856137,11.652396861477678,8.076826031298808
june,2,3.2066909810216324,10.652396861477678,7.383678850738863
english,2,3.2066909810216324,10.652396861477678,7.383678850738863
peer,8,2.60463098969367,8.652396861477678,5.997384489618972
the,68,1.6752120639793773,5.564934020227339,3.8573183261227015
son,3,3.030599721965951,10.067434360756522,6.9782137426306985
henry,2,3.2066909810216324,10.652396861477678,7.383678850738863
succeeded,2,3.2066909810216324,10.652396861477678,7.383678850738863
barony,3,3.030599721965951,10.067434360756522,6.9782137426306985
upon,2,3.2066909810216324,10.652396861477678,7.383678850738863
death,3,3.030599721965951,10.067434360756522,6.9782137426306985
brother,4,2.905660985357651,9.652396861477678,6.690531670178918
john,7,2.6626229366713567,8.845041939420074,6.130915882243495
died,5,2.808750972349595,9.330468766590316,6.467388118864708
without,2,3.2066909810216324,10.652396861477678,7.383678850738863
male,1,3.5077209766856137,11.652396861477678,8.076826031298808
issue,2,3.2066909810216324,10.652396861477678,7.383678850738863
he,14,2.3615929410073755,7.845041939420073,5.43776870168355
married,2,3.2066909810216324,10.652396861477678,7.383678850738863
mary,2,3.2066909810216324,10.652396861477678,7.383678850738863
gifford,1,3.5077209766856137,11.652396861477678,8.076826031298808
following,5,2.808750972349595,9.330468766590316,6.467388118864708
children,5,2.808750972349595,9.330468766590316,6.467388118864708
arthur,1,3.5077209766856137,11.652396861477678,8.076826031298808
jenkins,1,3.5077209766856137,11.652396861477678,8.076826031298808
disambiguation,1,3.5077209766856137,11.652396861477678,8.076826031298808
